LAMBX,LAMBY,order,seasonal_order,rmse,mae,bias,aic,bic,train_n,test_n,exog_vars
3400,21610,"(0, 0, 0)","(0, 1, 1, 12)",1.1909051140752827,0.9406690155285453,-0.40079445104346645,1476.3875376518265,1504.4492299499248,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
7880,21930,"(0, 0, 0)","(0, 1, 1, 12)",1.241179764750905,0.9129656522343771,-0.011924006573864313,1517.9731926243626,1546.0348849224608,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
7000,20970,"(0, 0, 0)","(0, 1, 1, 12)",1.4109082217507252,1.1197061718399988,-0.5456698890402467,1518.6720415780992,1546.7337338761974,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6280,19530,"(0, 0, 0)","(0, 1, 1, 12)",1.3550190027159768,1.098791486468663,-0.14033806091066178,1549.8510899477242,1577.9127822458224,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
7480,23290,"(0, 0, 0)","(0, 1, 1, 12)",1.2935629943601148,0.9882644328726172,-0.22714055793659346,1521.0415137179102,1549.1032060160085,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8920,24730,"(0, 0, 0)","(0, 1, 1, 12)",1.4266999077544673,1.0730495752485425,0.17076273013036047,1552.4648672404307,1580.526559538529,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6120,17290,"(0, 0, 0)","(0, 1, 1, 12)",1.2198101133620156,0.9359233129060452,-0.24969840452328354,1481.7974578317496,1509.8591501298479,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
8840,21930,"(0, 0, 0)","(0, 1, 1, 12)",1.6224141964309506,1.2693981956327811,0.5657772427761145,1575.1377156116805,1603.1994079097788,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
10520,22730,"(0, 0, 0)","(0, 1, 1, 12)",1.411294922111682,1.1223405249855962,0.05607093586602316,1579.5042386815774,1607.5659309796756,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9080,23770,"(0, 0, 0)","(0, 1, 1, 12)",1.2621303219855022,0.9675601784617132,0.05056370452424547,1548.740033701346,1576.8017259994442,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3080,18090,"(0, 0, 0)","(0, 1, 1, 12)",1.3298018603445416,1.1098329679941068,-0.7576690358738,1433.5815015723217,1461.64319387042,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6120,17450,"(0, 0, 0)","(0, 1, 1, 12)",1.0005670996449523,0.7940770286569855,0.26133252857093353,1429.4742962159703,1457.5359885140685,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
3560,21610,"(0, 0, 0)","(0, 1, 1, 12)",1.191916527395884,0.9376091088867083,-0.41236384350188793,1475.4642762444937,1503.525968542592,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
6680,21850,"(0, 0, 0)","(0, 1, 1, 12)",1.4662413204813591,1.077287331406984,-0.0854959186276355,1518.1800464117994,1546.2417387098976,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
9480,22410,"(0, 0, 0)","(0, 1, 1, 12)",1.4470166039928634,1.1530082089979878,0.32017322855240343,1568.6688422525885,1596.7305345506868,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
5080,24570,"(0, 0, 0)","(0, 1, 1, 12)",1.373887667312543,1.0308392616449298,-0.34671986463755994,1485.038732599141,1513.1004248972392,432,48,"PRELIQ,PRENEI,FF,HU,SSI"
