center_index,LAMBX,LAMBY,persistence_MAE_C,persistence_RMSE_C,MAE_1x1,RMSE_1x1,BIAS_1x1,R2_1x1,MAE_gain_1x1,RMSE_gain_1x1,MAE_5x5,RMSE_5x5,BIAS_5x5,R2_5x5,MAE_gain_5x5,RMSE_gain_5x5,existing_cells_5x5,complete_5x5,MAE_delta_5x5_minus_1x1,RMSE_delta_5x5_minus_1x1,five_x_five_better_MAE,five_x_five_better_RMSE,not_improved_1x1,not_improved_5x5
12,840,24170,1.2109158039093018,1.5976132154464722,1.076708197593689,1.4179412126541138,-0.1277336627244949,0.8769741654396057,11.083149289351006,11.246276699216391,1.0769209672079163,1.3966485684474057,-0.0011708015208989,0.8806413124763421,11.06558614631682,12.579055750650836,14,False,0.0002127696142273372,-0.021292644206708067,False,True,False,False
13,920,23530,1.2265496253967283,1.6163164377212524,1.083320140838623,1.40588641166687,-0.132097378373146,0.8943997025489807,11.677430867240922,13.019110685470414,1.0836309667652564,1.409594796407185,-0.1526585057529446,0.8938418841231364,11.652076257029826,12.78968229559883,15,False,0.0003108259266333402,0.003708384740315207,False,False,False,False
14,920,23610,1.2063831090927124,1.594390630722046,1.0659596920013428,1.3855634927749634,-0.1172590404748916,0.8960953950881958,11.640035079484678,13.097614469329372,1.058064766882968,1.3816814012974337,-0.1470202605664785,0.8966768491096011,12.294458438850077,13.34109372838053,16,False,-0.007894925118374863,-0.0038820914775297144,True,True,False,False
15,920,23770,1.2338576316833496,1.6237568855285645,1.088741898536682,1.4105371236801147,-0.1361626237630844,0.8941139578819275,11.761140784831582,13.13126144367619,1.1170613432680423,1.4423925885692146,-0.0794334773329206,0.8892773335405508,9.465938205347554,11.169423543499814,19,False,0.028319444731360388,0.03185546488909985,False,False,False,False
16,920,23850,1.2198426723480225,1.6094841957092283,1.077439546585083,1.3975220918655396,-0.1261046677827835,0.8951622247695923,11.673892788881853,13.169567269362757,1.088153687370364,1.413682971177966,-0.0242964500194341,0.8927236118159507,10.795576181229912,12.16546334808326,19,False,0.010714140785281101,0.01616087931242638,False,False,False,False
17,920,23930,1.2346900701522827,1.6261991262435913,1.0920140743255615,1.41523277759552,-0.1370230168104171,0.8934310674667358,11.555612155293677,12.972971467239017,1.0984122093687667,1.4343929690436763,-0.1811083635723668,0.8905260218982709,11.03741656982398,11.794748217608776,22,False,0.006398135043205189,0.019160191448156283,False,False,False,False
18,920,24010,1.3213690519332886,1.7259514331817627,1.1445211172103882,1.49823796749115,-0.13629812002182,0.8833708763122559,13.383689777216672,13.19350367065815,1.1448788567895034,1.4845527808799364,-0.0101453938162183,0.8854918650441571,13.356624421469434,13.986411437102928,24,False,0.0003577395791152238,-0.01368518661121354,False,True,False,False
19,920,24090,1.312118411064148,1.718014121055603,1.1385009288787842,1.4924737215042114,-0.1289886534214019,0.8839276432991028,13.231845595745993,13.127971230691186,1.1406890346869398,1.4833950615367375,-0.1248962938730414,0.88533548698104,13.065079561749783,13.65640991404859,23,False,0.0021881058081556493,-0.009078659967473923,False,True,False,False
20,920,24170,1.210268259048462,1.5972368717193604,1.0748625993728638,1.4185261726379397,-0.1290139555931091,0.8768512010574341,11.188069972359424,11.18874114701886,1.0673001948382213,1.3972304664720965,-0.2625455300527849,0.8805210442837828,11.812925078290808,12.522023179926652,18,False,-0.0075624045346425195,-0.021295706165843198,True,True,False,False
21,920,24250,1.2200276851654053,1.608535647392273,1.0844173431396484,1.4303451776504517,-0.1404013335704803,0.874774694442749,11.115349567446206,11.077806701436815,1.1013287342223277,1.4255091879083486,-0.0567656595545935,0.8756199657709469,9.729204706137583,11.3784495368343,13,False,0.01691139108267925,-0.004835989742103086,False,True,False,False
